,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
10085,Batman: Rise of Sin Tzu,XB,2003.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.11,67.0,17.0,7.7,6.0,Ubisoft Montreal,T
10086,The King of Fighters XII,X360,2009.0,Fighting,Ignition Entertainment,0.09,0.0,0.01,0.01,0.11,63.0,57.0,4.2,33.0,SNK Playmore,T
10092,Spy vs Spy,XB,2005.0,Action,Global Star,0.08,0.02,0.0,0.0,0.11,53.0,34.0,8,8.0,Vicious Cycle,T
10093,Coraline,PS2,2009.0,Action,D3Publisher,0.06,0.04,0.0,0.01,0.11,39.0,5.0,2,6.0,Papaya Studios,E10+
10095,Cold Fear,PS2,2005.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.11,68.0,39.0,7.7,27.0,Darkworks,M
10097,Zubo,DS,2008.0,Misc,Electronic Arts,0.08,0.02,0.0,0.01,0.11,75.0,19.0,7.6,75.0,EA Bright Light,E10+
10100,NHL Hitz 20-03,XB,2002.0,Sports,Midway Games,0.08,0.02,0.0,0.0,0.11,81.0,19.0,8.5,13.0,Black Box,E
10101,Murakumo: Renegade Mech Pursuit,XB,2002.0,Shooter,From Software,0.04,0.01,0.06,0.0,0.11,48.0,18.0,7.5,4.0,From Software,T
10103,Gun Metal,XB,2002.0,Shooter,Rage Software,0.08,0.02,0.0,0.0,0.11,63.0,17.0,7.6,8.0,Rage Software,T
10108,BloodRayne,GC,2002.0,Shooter,Universal Interactive,0.09,0.02,0.0,0.0,0.11,73.0,17.0,8.5,4.0,Terminal Reality,M
10111,ECW Anarchy Rulz,PS,1999.0,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,43.0,7.0,6.3,4.0,Acclaim,E
10112,InuYasha: A Feudal Fairy Tale,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.1,0.01,0.11,69.0,5.0,9,74.0,Dimps Corporation,T
10113,Where the Wild Things Are,X360,2009.0,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,51.0,10.0,5.4,5.0,Griptonite Games,E10+
10115,TMNT,PSP,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11,37.0,7.0,4.1,12.0,Ubisoft Montreal,E10+
10117,Sabrina The Teenage Witch: Potion Commotion,GBA,2002.0,Action,Ubisoft,0.08,0.03,0.0,0.0,0.11,63.0,5.0,2.8,6.0,Ubisoft,E
10126,MLB Power Pros,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,80.0,10.0,8.8,11.0,Konami,E
10127,Dementium II,DS,2010.0,Shooter,SouthPeak Games,0.09,0.01,0.0,0.01,0.11,75.0,25.0,8.3,31.0,Renegade Kid,M
10129,GoldenEye: Rogue Agent,DS,2005.0,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11,58.0,25.0,7.5,18.0,"EA Tiburon, n-Space",T
10131,BlazBlue: Calamity Trigger Portable,PSP,2010.0,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,82.0,14.0,7.8,18.0,Arc System Works,T
10132,AirForce Delta Strike,PS2,2004.0,Simulation,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.11,66.0,22.0,7,6.0,KCE Studios,T
10135,Pimp My Ride,Wii,2008.0,Racing,Activision,0.1,0.0,0.0,0.01,0.11,26.0,4.0,3.8,8.0,Eutechnyx,T
10137,Capcom vs. SNK 2 EO,GC,2002.0,Fighting,Capcom,0.09,0.02,0.0,0.0,0.11,68.0,20.0,8.9,27.0,Capcom,T
10138,Hot Wheels Velocity X,GC,2002.0,Racing,THQ,0.09,0.02,0.0,0.0,0.11,55.0,4.0,6.4,5.0,Beyond Games,E
10139,Open Season,X360,2006.0,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,59.0,15.0,7.3,9.0,Ubisoft,E10+
10141,de Blob 2,DS,2011.0,Platform,THQ,0.08,0.02,0.0,0.01,0.11,75.0,11.0,8.2,6.0,Halfbrick Studios,E
10142,Call of Juarez: The Cartel,PC,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11,51.0,12.0,3.3,126.0,Ubisoft,M
10150,Space Chimps,X360,2008.0,Platform,Brash Entertainment,0.1,0.0,0.0,0.01,0.11,57.0,7.0,5.3,12.0,Red Tribe,E10+
10151,FIFA Soccer 06,PSP,2005.0,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,77.0,17.0,7.7,20.0,EA Sports,E
10152,JASF: Jane's Advanced Strike Fighters,PS3,2011.0,Simulation,Deep Silver,0.07,0.03,0.0,0.01,0.11,41.0,7.0,3.1,7.0,Trickstar Games,T
10156,Digimon Story: Cyber Sleuth,PS4,2016.0,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.11,75.0,45.0,8.5,289.0,Media Vision,T
10157,Cloudy With a Chance of Meatballs,Wii,2009.0,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,68.0,4.0,5.3,4.0,Ubisoft Shanghai,E
10158,The Settlers,DS,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11,39.0,6.0,5.6,7.0,Blue Byte,E
10159,Stronghold,PC,2001.0,Strategy,Gathering of Developers,0.0,0.09,0.0,0.02,0.11,81.0,19.0,8.9,224.0,FireFly Studios,T
10162,Ridge Racer Unbounded,X360,2012.0,Racing,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,71.0,59.0,7.7,56.0,Bugbear,T
10164,Mortal Kombat: Deception,GC,2005.0,Fighting,Midway Games,0.09,0.02,0.0,0.0,0.11,77.0,14.0,8.9,15.0,Midway,M
10165,ESPN NHL Hockey,XB,2003.0,Sports,Sega,0.08,0.02,0.0,0.0,0.11,88.0,25.0,8.4,24.0,Kush Games,E
10168,John Daly's ProStroke Golf,PS3,2010.0,Sports,O-Games,0.09,0.01,0.0,0.01,0.11,58.0,23.0,4.1,8.0,Gusto Games,E
10169,XXX,GBA,2002.0,Action,Activision,0.08,0.03,0.0,0.0,0.11,50.0,13.0,5,4.0,Digital Eclipse,E
10172,Truth or Lies,X360,2010.0,Misc,THQ,0.07,0.03,0.0,0.01,0.11,28.0,6.0,5.2,6.0,THQ,T
10173,Worms Forts: Under Siege,PS2,2004.0,Strategy,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,63.0,21.0,8,15.0,Team 17,T
10176,Project: Snowblind,XB,2005.0,Action,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,79.0,44.0,7,10.0,Crystal Dynamics,T
10177,Astro Boy: The Video Game,PS2,2009.0,Action,D3Publisher,0.05,0.04,0.0,0.01,0.11,56.0,4.0,5,4.0,High Voltage Software,E10+
10178,Gabrielle's Ghostly Groove 3D,3DS,2011.0,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11,62.0,9.0,7.4,9.0,Santa Entertainment,E
10181,Cake Mania,DS,2007.0,Puzzle,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11,55.0,23.0,6.1,7.0,Digital Embryo,E
10182,Disney's Extreme Skate Adventure,XB,2003.0,Sports,Activision,0.08,0.02,0.0,0.0,0.11,76.0,15.0,8.3,7.0,Toys for Bob,E
10188,Odama,GC,2006.0,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11,62.0,42.0,8,17.0,Vivarium,E10+
10190,Karaoke Revolution Presents American Idol Encore,X360,2008.0,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,70.0,7.0,7,6.0,Blitz Games,E
10192,Naval Ops: Warship Gunner,PS2,2003.0,Simulation,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,67.0,17.0,8.9,23.0,Micro Cabin,T
10197,Bionicle Heroes,GC,2006.0,Shooter,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,51.0,4.0,5.2,5.0,Traveller's Tales,E10+
10198,The King of Fighters 2000/2001,PS2,2003.0,Fighting,Ignition Entertainment,0.05,0.04,0.0,0.01,0.11,71.0,31.0,8.6,17.0,SNK Playmore,T
10199,Valkyrie Drive: Bhikkhuni,PSV,2015.0,Action,PQube,0.0,0.03,0.07,0.01,0.11,72.0,7.0,8.5,11.0,Marvelous Inc.,M
10214,Bodycount,PS3,2011.0,Shooter,Codemasters,0.05,0.05,0.0,0.02,0.11,50.0,40.0,3.5,28.0,Guildford Studio,M
10216,Ninja Assault,PS2,2002.0,Shooter,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,60.0,17.0,5.3,4.0,Namco,T
10217,Samurai Warriors 4,PSV,2014.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,76.0,5.0,8.6,18.0,Omega Force,T
10229,Alias,PS2,2004.0,Action,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,64.0,31.0,8,10.0,Acclaim Studios Cheltenham,T
10232,Calling,Wii,2009.0,Adventure,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,49.0,28.0,6.7,16.0,Hudson Entertainment,T
10234,Night at the Museum: Battle of the Smithsonian,X360,2009.0,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11,50.0,15.0,7.1,8.0,"Majesco Games, Majesco",E10+
10236,Spyborgs,Wii,2009.0,Action,Capcom,0.09,0.01,0.0,0.01,0.11,66.0,30.0,6.3,6.0,Bionic Games,T
10240,NHL Rivals 2004,XB,2003.0,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,65.0,39.0,8.8,20.0,Microsoft Game Studios,E
10241,Bodycount,X360,2011.0,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11,53.0,61.0,4.7,73.0,Guildford Studio,M
10246,Avatar: The Last Airbender,PSP,2006.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,57.0,9.0,6.3,10.0,TOSE,E10+
10247,Death Jr.: Root of Evil,Wii,2008.0,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11,71.0,14.0,8.1,14.0,Backbone Entertainment,T
10250,Michael Phelps: Push the Limit,X360,2011.0,Sports,505 Games,0.09,0.01,0.0,0.01,0.11,48.0,10.0,3.5,6.0,Blitz Games,E
10252,Lost in Blue,DS,2005.0,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11,69.0,33.0,7.8,21.0,Konami Computer Entertainment Hawaii,E10+
10255,Batman: Return to Arkham,XOne,2016.0,Action,Warner Bros. Interactive Entertainment,0.05,0.05,0.0,0.01,0.11,77.0,6.0,8.2,43.0,"Rocksteady Studios, Virtuos",T
10262,Constantine,PS2,2005.0,Action,SCi,0.05,0.04,0.0,0.01,0.11,58.0,29.0,7.4,24.0,Bits Studios,M
10263,Charlie and the Chocolate Factory,XB,2005.0,Adventure,Global Star,0.08,0.02,0.0,0.0,0.11,39.0,20.0,0.5,8.0,"High Voltage Software, Backbone Entertainment",E
10264,Dynasty Tactics 2,PS2,2003.0,Strategy,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,78.0,18.0,9.1,13.0,Koei,T
10265,Real World Golf,PS2,2005.0,Sports,Valcon Games,0.05,0.04,0.0,0.01,0.11,73.0,11.0,6.3,4.0,"Aqua Pacific, In2Games",E
10267,Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004.0,Platform,Electronic Arts,0.08,0.02,0.0,0.0,0.11,69.0,29.0,8.8,4.0,Krome Studios,E
10270,Blazblue: Continuum Shift Extend,PSV,2011.0,Fighting,PQube,0.03,0.05,0.02,0.02,0.11,83.0,28.0,7.5,97.0,Arc System Works,T
10272,Mushroom Men: Rise of the Fungi,DS,2008.0,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,45.0,16.0,7.3,4.0,Red Fly Studio,E
10273,The Polar Express,GC,2004.0,Adventure,THQ,0.08,0.02,0.0,0.0,0.11,40.0,7.0,4.7,9.0,Blue Tongue Entertainment,E
10274,BMX XXX,XB,2002.0,Sports,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.11,58.0,26.0,7.8,9.0,"Z-Axis, Ltd.",M
10278,Frogger: Helmet Chaos,PSP,2005.0,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,66.0,18.0,6.4,5.0,Konami Computer Entertainment Hawaii,E
10280,Pimp My Ride,X360,2006.0,Racing,Activision,0.1,0.0,0.0,0.01,0.11,38.0,14.0,3.8,29.0,Eutechnyx,T
10290,RIGS: Mechanized Combat League,PS4,2016.0,Action,Sony Computer Entertainment,0.03,0.05,0.01,0.02,0.11,79.0,42.0,7.9,76.0,Guerilla Cambridge,T
10293,Hellboy: The Science of Evil,X360,2008.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,44.0,31.0,5.7,9.0,Krome Studios,T
10298,NBA Live 16,XOne,2015.0,Sports,Electronic Arts,0.09,0.01,0.0,0.01,0.11,60.0,17.0,5.6,62.0,EA Sports,E
10301,Sonic Generations,PC,2011.0,Platform,Sega,0.02,0.07,0.0,0.02,0.11,77.0,11.0,8.3,337.0,Sega,E
10306,Astro Boy: The Video Game,Wii,2009.0,Action,D3Publisher,0.1,0.0,0.0,0.01,0.11,48.0,17.0,3.5,4.0,High Voltage Software,E10+
10316,[Prototype 2],PC,2012.0,Action,Activision,0.07,0.03,0.0,0.01,0.11,76.0,12.0,6.4,389.0,Radical Entertainment,M
10320,Cabela's North American Adventures,X360,2010.0,Sports,Activision,0.1,0.0,0.0,0.01,0.11,51.0,5.0,9,4.0,FUN Labs,T
10321,Rengoku: The Tower of Purgatory,PSP,2005.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,43.0,30.0,5.6,22.0,Neverland,M
10325,Bust-A-Move DS,DS,2005.0,Puzzle,505 Games,0.08,0.02,0.0,0.01,0.11,75.0,14.0,7,6.0,Happy Happening,E
10327,God Eater 2: Rage Burst,PS4,2015.0,Role-Playing,Namco Bandai Games,0.0,0.01,0.09,0.0,0.11,69.0,35.0,8,79.0,Shift,T
10332,BlazBlue: Continuum Shift II,3DS,2011.0,Fighting,PQube,0.05,0.01,0.04,0.01,0.11,64.0,14.0,6.1,19.0,Arc System Works,T
10334,Mega Man Zero 4,GBA,2005.0,Platform,Capcom,0.08,0.03,0.0,0.0,0.11,77.0,17.0,9.1,21.0,Inti,E
10335,NASCAR '14,PS3,2014.0,Racing,Deep Silver,0.09,0.0,0.0,0.02,0.11,67.0,7.0,4.6,20.0,Eutechnyx,E
10336,Where the Wild Things Are,PS3,2009.0,Platform,Warner Bros. Interactive Entertainment,0.09,0.01,0.0,0.01,0.11,53.0,8.0,4.8,4.0,Griptonite Games,E10+
10338,DJ Max Fever,PSP,2009.0,Misc,PM Studios,0.09,0.0,0.0,0.01,0.11,77.0,5.0,6.5,13.0,Pentavision Entertainment,T
10340,Shrek: Forever After,X360,2010.0,Platform,Activision,0.1,0.0,0.0,0.01,0.11,62.0,22.0,6.2,9.0,Xpec,E10+
10343,Dawn of Discovery,DS,2009.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11,82.0,11.0,7.3,7.0,Keen Games,E
10344,Pro Evolution Soccer 2016,XOne,2015.0,Sports,Konami Digital Entertainment,0.04,0.06,0.0,0.01,0.11,85.0,14.0,6.2,144.0,Konami,E
10346,Tiger Woods PGA Tour 06,GC,2005.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.11,82.0,19.0,4.8,4.0,EA Sports,E
10350,ArmA III,PC,2013.0,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.01,0.11,74.0,38.0,7.4,866.0,Bohemia Interactive,M
10355,FIFA World Cup Germany 2006,PSP,2006.0,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,72.0,15.0,7.3,8.0,EA Canada,E
10357,Reign of Fire,GC,2002.0,Shooter,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11,54.0,9.0,5.9,7.0,Kuju Entertainment,T
10359,MLB 14: The Show,PSV,2014.0,Sports,Sony Computer Entertainment America,0.08,0.0,0.0,0.03,0.11,68.0,6.0,7,25.0,SCEA San Diego Studios,E
10360,Rogue Warrior,X360,2009.0,Shooter,Bethesda Softworks,0.09,0.01,0.0,0.01,0.11,28.0,33.0,2.8,64.0,Rebellion,M
10366,Mace Griffin: Bounty Hunter,XB,2003.0,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,64.0,27.0,8.2,11.0,Warthog,M
10369,Martian Gothic: Unification,PS,2001.0,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11,64.0,4.0,6.1,16.0,Coyote Developments,M
10371,Fight Club,XB,2004.0,Fighting,Vivendi Games,0.08,0.02,0.0,0.0,0.11,37.0,29.0,4.7,13.0,Genuine Games,M
10374,Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11,83.0,20.0,5.2,672.0,Ubisoft Montreal,M
10385,FlatOut: Ultimate Carnage,X360,2007.0,Racing,Empire Interactive,0.07,0.02,0.0,0.01,0.11,80.0,44.0,8.8,66.0,Bugbear,T
10387,Digimon Digital Card Battle,PS,1999.0,Strategy,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11,51.0,5.0,9,44.0,Bandai,T
10389,Dragon Ball Z: Battle of Z,PSV,2014.0,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.01,0.11,66.0,7.0,7.5,54.0,Artdink,T
10391,Aquapazza: Aquaplus Dream Match,PS3,2012.0,Fighting,Aqua Plus,0.05,0.0,0.05,0.01,0.11,75.0,13.0,7.8,20.0,Examu,T
10395,Lucha Libre AAA: Heroes del Ring,PS3,2010.0,Fighting,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,54.0,6.0,7.1,10.0,Immersion Software & Graphics,T
10396,Dead to Rights II,XB,2005.0,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,54.0,35.0,7.4,5.0,Namco,M
10400,Pac-Man and the Ghostly Adventures 2,X360,2014.0,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,60.0,7.0,6.5,10.0,Vicious Cycle,E10+
10401,Trauma Center: Under the Knife 2,DS,2008.0,Simulation,Atlus,0.1,0.0,0.0,0.01,0.11,79.0,29.0,8.5,11.0,Vanguard,T
10409,SimCity 2000,GBA,2003.0,Simulation,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,62.0,9.0,7.8,11.0,Full-Fat,E
10413,X-Men: The Official Game,DS,2006.0,Action,Activision,0.1,0.0,0.0,0.01,0.1,50.0,17.0,7.8,6.0,Amaze Entertainment,E10+
10414,"Sakura Wars: So Long, My Love",Wii,2010.0,Role-Playing,Ackkstudios,0.05,0.04,0.0,0.01,0.1,75.0,30.0,7.3,31.0,Idea Factory,T
10416,Mind Zero,PSV,2013.0,Role-Playing,GungHo,0.05,0.0,0.04,0.02,0.1,59.0,13.0,6,72.0,Zerodiv,T
10417,Rocky Balboa,PSP,2007.0,Sports,Ubisoft,0.01,0.09,0.0,0.01,0.1,58.0,17.0,6.6,11.0,Ubisoft,T
10422,Gravity Games Bike: Street Vert Dirt,PS2,2002.0,Sports,Midway Games,0.05,0.04,0.0,0.01,0.1,24.0,12.0,4.1,27.0,Midway,T
10423,Top Spin,PS2,2005.0,Sports,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1,67.0,28.0,7.8,12.0,Pam Development,E
10425,Family Feud: 2012 Edition,X360,2011.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.1,47.0,4.0,5.3,6.0,Ubisoft,E10+
10428,UFC: Tapout 2,XB,2003.0,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,66.0,14.0,7.3,4.0,DreamFactory,T
10430,The Book of Unwritten Tales,PC,2009.0,Adventure,HMH Interactive,0.0,0.08,0.0,0.02,0.1,82.0,32.0,8.2,144.0,KING Art,T
10434,The Godfather: Mob Wars,PSP,2006.0,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,59.0,34.0,7.9,16.0,Page 44 Studios,M
10439,Vexx,XB,2003.0,Platform,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.1,70.0,21.0,8.5,10.0,Acclaim,T
10440,F1 Career Challenge,PS2,2003.0,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1,70.0,15.0,7.7,15.0,Electronic Arts,E
10441,Pariah,XB,2005.0,Action,Hip Interactive,0.08,0.02,0.0,0.0,0.1,70.0,52.0,7.4,19.0,Digital Extremes,M
10444,Metal Slug 3,XB,2004.0,Shooter,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1,76.0,56.0,5.1,15.0,SNK,T
10447,Sacred 3,PS3,2014.0,Role-Playing,Deep Silver,0.03,0.04,0.03,0.01,0.1,56.0,13.0,3.4,46.0,"Deep Silver, Keen Games",M
10450,Winning Eleven: Pro Evolution Soccer 2007,X360,2006.0,Sports,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,79.0,22.0,6.5,33.0,KCET,E
10451,Banjo-Pilot,GBA,2005.0,Racing,THQ,0.07,0.03,0.0,0.0,0.1,68.0,22.0,5.9,9.0,Rare Ltd.,E
10452,Gallop Racer 2006,PS2,2005.0,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1,69.0,15.0,8.3,8.0,Tecmo,E
10453,Wasteland 2,PC,2015.0,Role-Playing,inXile Entertainment,0.03,0.06,0.0,0.01,0.1,81.0,65.0,7.3,1170.0,InXile Entertainment,M
10454,The First Templar,X360,2011.0,Action,Kalypso Media,0.06,0.04,0.0,0.01,0.1,52.0,21.0,6.3,26.0,Haemimont,T
10455,Patapon 2,PSP,2008.0,Misc,Sony Computer Entertainment,0.0,0.03,0.06,0.01,0.1,81.0,49.0,8.3,62.0,SCE Japan Studio,E
10457,Frogger: Ancient Shadow,PS2,2005.0,Platform,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.1,54.0,17.0,4,5.0,Hudson Soft,E
10458,Princess Debut,DS,2008.0,Misc,Cave,0.1,0.0,0.0,0.01,0.1,71.0,6.0,7.4,7.0,Cave,E
10459,Pro Evolution Soccer 2014,PC,2013.0,Action,Konami Digital Entertainment,0.0,0.1,0.0,0.01,0.1,74.0,9.0,4.4,239.0,Konami,E
10461,Metal Arms: Glitch in the System,GC,2003.0,Shooter,Vivendi Games,0.08,0.02,0.0,0.0,0.1,83.0,30.0,9.3,19.0,Swingin' Ape,T
10464,Tom Clancy's Splinter Cell: Chaos Theory,GC,2005.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.1,81.0,28.0,8.5,15.0,Ubisoft Montreal,M
10465,Escape From Monkey Island,PS2,2001.0,Adventure,LucasArts,0.05,0.04,0.0,0.01,0.1,84.0,21.0,8.2,11.0,LucasArts,T
10467,The Lord of the Rings: Conquest,DS,2009.0,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.1,61.0,9.0,7.8,6.0,Artificial Mind and Movement,E10+
10477,Gretzky NHL,PSP,2005.0,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.01,0.1,61.0,23.0,7.4,10.0,Page 44 Studios,E
10480,Dropship: United Peace Force,PS2,2002.0,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,78.0,17.0,8.6,10.0,SCEE,T
10481,Road Rash: Jailbreak,GBA,2003.0,Racing,Zoo Digital Publishing,0.07,0.03,0.0,0.0,0.1,78.0,15.0,9.3,23.0,Magic Pockets,T
10482,Syberia,XB,2003.0,Action,Microids,0.08,0.02,0.0,0.0,0.1,72.0,17.0,7,5.0,Microids,T
10483,Thrillville: Off the Rails,PSP,2007.0,Strategy,LucasArts,0.09,0.0,0.0,0.01,0.1,72.0,7.0,0.6,24.0,Frontier Developments,E10+
10484,Cloudy With a Chance of Meatballs,PS3,2009.0,Platform,Ubisoft,0.09,0.01,0.0,0.01,0.1,66.0,9.0,6,5.0,Ubisoft Shanghai,E
10485,G1 Jockey 3,PS2,2002.0,Sports,THQ,0.02,0.01,0.07,0.0,0.1,71.0,12.0,9,10.0,Koei/Inis,E
10488,Exit DS,DS,2008.0,Puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1,64.0,25.0,6.7,6.0,Moss,E
10491,Riviera: The Promised Land,GBA,2004.0,Role-Playing,Sting,0.07,0.03,0.0,0.0,0.1,76.0,26.0,9.2,21.0,Sting,T
10492,Blades of Time,X360,2012.0,Action,Konami Digital Entertainment,0.07,0.02,0.0,0.01,0.1,52.0,23.0,6.5,30.0,Gaijin Entertainment,M
10493,Yggdra Union: We'll Never Fight Alone,PSP,2008.0,Role-Playing,Sting,0.05,0.0,0.04,0.01,0.1,73.0,17.0,7.9,18.0,Sting,T
10498,Bujingai: The Forsaken City,PS2,2003.0,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,72.0,28.0,7.5,14.0,Taito Corporation,T
10500,Universe at War: Earth Assault,X360,2008.0,Action,Sega,0.09,0.01,0.0,0.01,0.1,66.0,44.0,8.3,57.0,Petroglyph,T
10504,Death By Degrees,PS2,2005.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,51.0,45.0,6.2,24.0,Namco,M
10509,Rome: Total War,PC,2004.0,Strategy,Activision,0.0,0.09,0.0,0.02,0.1,92.0,58.0,9.1,1050.0,Creative Assembly,T
10511,Doom 3,PC,2004.0,Shooter,Activision,0.05,0.04,0.0,0.01,0.1,87.0,83.0,7.6,896.0,id Software,M
10516,Ride,XOne,2015.0,Racing,Milestone S.r.l.,0.04,0.05,0.0,0.01,0.1,54.0,9.0,5.3,17.0,Milestone S.r.l,E
10518,NASCAR The Game: Inside Line,X360,2012.0,Racing,Activision,0.09,0.0,0.0,0.01,0.1,72.0,7.0,3.4,27.0,Eutechnyx,E
10520,JU-ON: The Grudge,Wii,2009.0,Action,Rising Star Games,0.07,0.01,0.01,0.01,0.1,39.0,32.0,5.6,34.0,FeelPlus,M
10522,Colin McRae Rally 04,XB,2004.0,Racing,Codemasters,0.08,0.02,0.0,0.0,0.1,84.0,33.0,8.1,19.0,Codemasters,E
10525,FIFA Street,XB,2005.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,60.0,21.0,8,9.0,EA Canada,E
10528,The Sims 4: City Living,PC,2016.0,Simulation,Electronic Arts,0.02,0.08,0.0,0.01,0.1,77.0,10.0,5.7,30.0,Maxis,T
10532,Hot Wheels: Stunt Track Challenge,XB,2004.0,Racing,THQ,0.08,0.02,0.0,0.0,0.1,63.0,11.0,6.2,5.0,Climax Group,E
10534,Blitz: The League II,X360,2008.0,Sports,Midway Games,0.08,0.01,0.0,0.01,0.1,68.0,34.0,7.2,13.0,Midway,M
10538,Miami Law,DS,2009.0,Adventure,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,56.0,14.0,8.8,4.0,Hudson Entertainment,T
10540,Capcom vs. SNK 2 EO,XB,2003.0,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,80.0,26.0,8.7,13.0,Capcom,T
10543,Hunter: The Reckoning,GC,2002.0,Action,Virgin Interactive,0.08,0.02,0.0,0.0,0.1,70.0,13.0,7.6,7.0,High Voltage Software,M
10553,Baten Kaitos Origins,GC,2006.0,Role-Playing,Unknown,0.06,0.02,0.02,0.0,0.1,75.0,21.0,8.9,23.0,"Monolith Soft, Namco Bandai Games",T
10554,E·O·E: Eve of Extinction,PS2,2002.0,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1,57.0,28.0,7.2,6.0,Yuke's,T
10559,NHL 2004,GC,2003.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,85.0,18.0,8.4,7.0,EA Sports,E
